LOCATION;"Country";"INDICATOR";"Indicator";"MEASURE";"Measure";"INEQUALITY";"Inequality";"Unit Code";"Unit";"PowerCode Code";"PowerCode";"Reference Period Code";"Reference Period";"Value";"Flag Codes";"Flags"
DNK;"Denmark";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;25;"E";"Estimated value"
FIN;"Finland";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;22;"E";"Estimated value"
FRA;"France";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;21;"E";"Estimated value"
DEU;"Germany";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;22;"E";"Estimated value"
GRC;"Greece";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;26;"E";"Estimated value"
HUN;"Hungary";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;20;"E";"Estimated value"
ISL;"Iceland";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;24;"E";"Estimated value"
IRL;"Ireland";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;20;"E";"Estimated value"
ITA;"Italy";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;24;"E";"Estimated value"
JPN;"Japan";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;22;"E";"Estimated value"
KOR;"Korea";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;16;"E";"Estimated value"
LUX;"Luxembourg";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;21;"E";"Estimated value"
MEX;"Mexico";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;22;"E";"Estimated value"
NLD;"Netherlands";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;19;"E";"Estimated value"
NZL;"New Zealand";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;23;"E";"Estimated value"
NOR;"Norway";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;18;"E";"Estimated value"
POL;"Poland";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;22;"E";"Estimated value"
PRT;"Portugal";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;19;"E";"Estimated value"
SVK;"Slovak Republic";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;25;"E";"Estimated value"
ESP;"Spain";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;23;"E";"Estimated value"
SWE;"Sweden";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;20;"E";"Estimated value"
CHE;"Switzerland";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;22;"E";"Estimated value"
TUR;"Turkey";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;21;"E";"Estimated value"
GBR;"United Kingdom";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;23;"E";"Estimated value"
USA;"United States";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;19;"E";"Estimated value"
BRA;"Brazil";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;21;"E";"Estimated value"
CHL;"Chile";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;18;"E";"Estimated value"
EST;"Estonia";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;19;"E";"Estimated value"
ISR;"Israel";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;21;"E";"Estimated value"
RUS;"Russia";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;11;"E";"Estimated value"
SVN;"Slovenia";"HO_HISH";"Housing expenditure";"L";"Value";"WMN";"Women";"PC";"Percentage";"0";"units";;;19;"E";"Estimated value"
AUS;"Australia";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;2.3;"E";"Estimated value"
AUT;"Austria";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.6;;
BEL;"Belgium";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;2.2;;
CAN;"Canada";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;2.5;;
CZE;"Czech Republic";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.4;;
DNK;"Denmark";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.9;;
FIN;"Finland";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.9;;
FRA;"France";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.8;;
DEU;"Germany";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.8;;
GRC;"Greece";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.2;;
HUN;"Hungary";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.1;;
ISL;"Iceland";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.6;;
IRL;"Ireland";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;2;;
ITA;"Italy";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.4;;
JPN;"Japan";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.9;;
KOR;"Korea";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.4;;
LUX;"Luxembourg";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;2;;
MEX;"Mexico";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1;;
NLD;"Netherlands";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.9;;
NZL;"New Zealand";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;2.4;;
NOR;"Norway";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;2;;
POL;"Poland";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.1;;
PRT;"Portugal";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.7;;
SVK;"Slovak Republic";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.1;;
ESP;"Spain";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.9;;
SWE;"Sweden";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.8;;
CHE;"Switzerland";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.8;;
TUR;"Turkey";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.1;;
GBR;"United Kingdom";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.9;;
USA;"United States";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;2.4;"E";"Estimated value"
BRA;"Brazil";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.9;"E";"Estimated value"
CHL;"Chile";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.2;;
EST;"Estonia";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.6;;
ISR;"Israel";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.2;;
RUS;"Russia";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;0.9;;
SVN;"Slovenia";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.5;;
OECD;"OECD - Total";"HO_NUMR";"Rooms per person";"L";"Value";"TOT";"Total";"RATIO";"Ratio";"0";"units";;;1.8;;
AUS;"Australia";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.3;"E";"Estimated value"
AUT;"Austria";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.6;"E";"Estimated value"
BEL;"Belgium";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.2;"E";"Estimated value"
CAN;"Canada";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.5;"E";"Estimated value"
CZE;"Czech Republic";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.4;"E";"Estimated value"
DNK;"Denmark";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
FIN;"Finland";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
FRA;"France";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.8;"E";"Estimated value"
DEU;"Germany";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.8;"E";"Estimated value"
GRC;"Greece";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.2;"E";"Estimated value"
HUN;"Hungary";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.1;"E";"Estimated value"
ISL;"Iceland";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.6;"E";"Estimated value"
IRL;"Ireland";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2;"E";"Estimated value"
ITA;"Italy";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.4;"E";"Estimated value"
JPN;"Japan";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
KOR;"Korea";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.4;"E";"Estimated value"
LUX;"Luxembourg";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2;"E";"Estimated value"
MEX;"Mexico";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1;"E";"Estimated value"
NLD;"Netherlands";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
NZL;"New Zealand";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.4;"E";"Estimated value"
NOR;"Norway";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2;"E";"Estimated value"
POL;"Poland";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.1;"E";"Estimated value"
PRT;"Portugal";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.7;"E";"Estimated value"
SVK;"Slovak Republic";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.1;"E";"Estimated value"
ESP;"Spain";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
SWE;"Sweden";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.8;"E";"Estimated value"
CHE;"Switzerland";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.8;"E";"Estimated value"
TUR;"Turkey";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.1;"E";"Estimated value"
GBR;"United Kingdom";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
USA;"United States";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;2.4;"E";"Estimated value"
BRA;"Brazil";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.9;"E";"Estimated value"
CHL;"Chile";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.2;"E";"Estimated value"
EST;"Estonia";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.6;"E";"Estimated value"
ISR;"Israel";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.2;"E";"Estimated value"
RUS;"Russia";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;0.9;"E";"Estimated value"
SVN;"Slovenia";"HO_NUMR";"Rooms per person";"L";"Value";"MN";"Men";"RATIO";"Ratio";"0";"units";;;1.5;"E";"Estimated value"
AUS;"Australia";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2.3;"E";"Estimated value"
AUT;"Austria";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.6;"E";"Estimated value"
BEL;"Belgium";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2.2;"E";"Estimated value"
CAN;"Canada";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2.5;"E";"Estimated value"
CZE;"Czech Republic";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.4;"E";"Estimated value"
DNK;"Denmark";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
FIN;"Finland";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
FRA;"France";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.8;"E";"Estimated value"
DEU;"Germany";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.8;"E";"Estimated value"
GRC;"Greece";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.2;"E";"Estimated value"
HUN;"Hungary";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.1;"E";"Estimated value"
ISL;"Iceland";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.6;"E";"Estimated value"
IRL;"Ireland";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2;"E";"Estimated value"
ITA;"Italy";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.4;"E";"Estimated value"
JPN;"Japan";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
KOR;"Korea";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.4;"E";"Estimated value"
LUX;"Luxembourg";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2;"E";"Estimated value"
MEX;"Mexico";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1;"E";"Estimated value"
NLD;"Netherlands";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
NZL;"New Zealand";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2.4;"E";"Estimated value"
NOR;"Norway";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2;"E";"Estimated value"
POL;"Poland";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.1;"E";"Estimated value"
PRT;"Portugal";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.7;"E";"Estimated value"
SVK;"Slovak Republic";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.1;"E";"Estimated value"
ESP;"Spain";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
SWE;"Sweden";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.8;"E";"Estimated value"
CHE;"Switzerland";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.8;"E";"Estimated value"
TUR;"Turkey";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.1;"E";"Estimated value"
GBR;"United Kingdom";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.9;"E";"Estimated value"
USA;"United States";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;2.4;"E";"Estimated value"
BRA;"Brazil";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.9;"E";"Estimated value"
CHL;"Chile";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.2;"E";"Estimated value"
EST;"Estonia";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.6;"E";"Estimated value"
ISR;"Israel";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.2;"E";"Estimated value"
RUS;"Russia";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;0.9;"E";"Estimated value"
SVN;"Slovenia";"HO_NUMR";"Rooms per person";"L";"Value";"WMN";"Women";"RATIO";"Ratio";"0";"units";;;1.5;"E";"Estimated value"
AUS;"Australia";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;33138;;
AUT;"Austria";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;31667;;
BEL;"Belgium";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;28700;;
CAN;"Canada";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;30474;;
CZE;"Czech Republic";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;18953;;
DNK;"Denmark";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;26945;;
FIN;"Finland";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;28238;;
FRA;"France";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;29759;;
DEU;"Germany";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;31925;;
GRC;"Greece";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;18099;;
HUN;"Hungary";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;15614;;
ISL;"Iceland";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;27918;"E";"Estimated value"
IRL;"Ireland";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;22969;;
ITA;"Italy";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;25004;;
JPN;"Japan";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;27323;;
KOR;"Korea";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;19372;;
LUX;"Luxembourg";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;40914;"E";"Estimated value"
MEX;"Mexico";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;12806;;
NLD;"Netherlands";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;27759;;
NZL;"New Zealand";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;23213;"E";"Estimated value"
NOR;"Norway";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;33393;;
POL;"Poland";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;17820;;
PRT;"Portugal";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;19882;;
SVK;"Slovak Republic";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;18534;;
ESP;"Spain";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;22007;;
SWE;"Sweden";"IW_HADI";"Household net adjusted disposable income";"L";"Value";"TOT";"Total";"USD";"US Dollar";"0";"units";;;28859;;
